date,forecast_date,actual_anomaly_C,actual_forecast_anomaly_C,predicted_anomaly_C,predicted_temperature_C,extreme_heat_risk
2023-02-19,2023-02-20,1.3431671243544443,2.1696479705082936,1.1360435334252938,33.813980139840076,False
2023-02-20,2023-02-21,2.1696479705082936,2.7790247782006006,2.0109206536368474,34.68885726005163,False
2023-02-21,2023-02-22,2.7790247782006006,2.330175816662141,2.4840103371756626,35.16194694359044,False
2023-02-22,2023-02-23,2.330175816662141,2.3455173551236825,1.8930197513696911,34.570956357784475,False
2023-02-23,2023-02-24,2.3455173551236825,2.3609321628159847,1.9984369361211076,34.67637354253589,False
2023-02-24,2023-02-25,2.3609321628159847,2.3983810858929075,2.0115122197699002,34.68944882618468,False
2023-02-25,2023-02-26,2.3983810858929075,2.76809393204676,2.0476289438776374,34.72556555029242,False
2023-02-26,2023-02-27,2.76809393204676,2.3982777012775287,2.4270326370697073,35.10496924348449,False
2023-02-27,2023-02-28,2.3982777012775287,1.9683734320467607,1.9664564000188085,34.64439300643359,False
2023-02-28,2023-03-01,1.9683734320467607,-1.0342790566997522,1.5902427570405582,37.326942852201846,False
2023-03-01,2023-03-02,-1.0342790566997522,-1.0368373643920634,-1.4660764144626306,34.27062368069866,False
2023-03-02,2023-03-03,-1.0368373643920634,-0.4494820566997504,-0.870936647789671,34.86576344737162,False
2023-03-03,2023-03-04,-0.4494820566997504,-0.20421663362282771,-0.2558312398337754,35.480868855327515,False
2023-03-04,2023-03-05,-0.20421663362282771,-1.2915189413151396,-0.11613095026141841,35.62056914489987,False
2023-03-05,2023-03-06,-1.2915189413151396,-1.097624172084366,-1.3026922955082076,34.43400779965308,False
2023-03-06,2023-03-07,-1.097624172084366,-4.715649018238214,-0.8833271804018843,34.853372914759404,False
2023-03-07,2023-03-08,-4.715649018238214,-2.0939322490074446,-4.7077548766561526,31.028945218505136,False
2023-03-08,2023-03-09,-2.0939322490074446,-1.2005374413151344,-1.2441113739069893,34.4925887212543,False
2023-03-09,2023-03-10,-1.2005374413151344,-1.3265159797766728,-0.831255981921628,34.90544411323966,False
2023-03-10,2023-03-11,-1.3265159797766728,-0.8032404413151326,-1.1409487546196841,34.595751340541604,False
2023-03-11,2023-03-12,-0.8032404413151326,-0.44221209516128823,-0.568322549623177,35.168377545538114,False
