date,lat,lon,max_temp_C
2015-01-01,16.5,73.5,27.577892303466797
2015-01-01,17.5,73.5,25.906654357910156
2015-01-01,17.5,74.5,25.7962589263916
2015-01-01,17.5,75.5,26.63920783996582
2015-01-01,18.5,73.5,25.075477600097656
2015-01-01,18.5,74.5,24.909271240234375
2015-01-01,18.5,75.5,24.916723251342773
2015-01-01,18.5,76.5,26.742673873901367
2015-01-01,18.5,77.5,26.95983123779297
2015-01-01,19.5,73.5,24.861156463623047
2015-01-01,19.5,74.5,23.786008834838867
2015-01-01,19.5,75.5,23.15243148803711
2015-01-01,19.5,76.5,24.498291015625
2015-01-01,19.5,77.5,26.127119064331055
2015-01-01,19.5,80.5,26.247745513916016
2015-01-01,20.5,73.5,24.49448013305664
2015-01-01,20.5,74.5,23.526065826416016
2015-01-01,20.5,75.5,22.192102432250977
2015-01-01,20.5,76.5,21.702241897583008
2015-01-01,20.5,77.5,23.304662704467773
2015-01-01,20.5,78.5,24.1517276763916
2015-01-01,20.5,79.5,23.45674705505371
2015-01-01,20.5,80.5,22.971332550048828
2015-01-01,21.5,74.5,22.418582916259766
2015-01-01,21.5,78.5,19.840681076049805
2015-01-01,21.5,79.5,19.480918884277344
2015-01-02,16.5,73.5,28.88750457763672
2015-01-02,17.5,73.5,27.131481170654297
2015-01-02,17.5,74.5,27.096874237060547
2015-01-02,17.5,75.5,28.48788070678711
2015-01-02,18.5,73.5,26.117046356201172
2015-01-02,18.5,74.5,26.081579208374023
2015-01-02,18.5,75.5,26.796510696411133
2015-01-02,18.5,76.5,27.258420944213867
2015-01-02,18.5,77.5,28.931440353393555
2015-01-02,19.5,73.5,25.82526397705078
2015-01-02,19.5,74.5,24.768400192260742
2015-01-02,19.5,75.5,23.773178100585938
2015-01-02,19.5,76.5,24.744091033935547
2015-01-02,19.5,77.5,25.90847396850586
2015-01-02,19.5,80.5,27.09723663330078
2015-01-02,20.5,73.5,25.11349868774414
2015-01-02,20.5,74.5,24.080801010131836
2015-01-02,20.5,75.5,22.474246978759766
2015-01-02,20.5,76.5,22.002117156982422
2015-01-02,20.5,77.5,22.75355339050293
2015-01-02,20.5,78.5,24.370315551757812
2015-01-02,20.5,79.5,24.547788619995117
2015-01-02,20.5,80.5,25.2547664642334
2015-01-02,21.5,74.5,22.471960067749023
2015-01-02,21.5,78.5,20.55572509765625
2015-01-02,21.5,79.5,21.096019744873047
2015-01-03,16.5,73.5,29.817415237426758
2015-01-03,17.5,73.5,28.278263092041016
2015-01-03,17.5,74.5,28.309326171875
2015-01-03,17.5,75.5,29.345542907714844
2015-01-03,18.5,73.5,27.08315086364746
2015-01-03,18.5,74.5,27.216102600097656
